cluster_id,stop_name,Lines,mode,longitude,latitude
284,Boulevard Mohamed Sijilmassi,['L056'],['casabus'],-7.6398817,33.588876400000004
285,CARIERRE CENTRALE,"['L139', 'L090']",['casabus'],-7.566499200086376,33.59215305003014
286,CARRIERE ARAIB,"['L043', 'L079', 'L064']",['casabus'],-7.533845549992411,33.5818284500065
287,CARRIERE BEN ABID,['L301'],['casabus'],-7.8746248,33.499899199999994
288,CARRIERE BEN ABID,['L301'],['casabus'],-7.8743263,33.50055580000001
289,CARRIERE BEN M'SIK,['L079'],['casabus'],-7.5794702,33.5579318
290,CARRIERE BENMSICK,['L079'],['casabus'],-7.5791201,33.557494600000005
291,CARRIERE RHAMNA,"['L043', 'L079', 'L064', 'L606']",['casabus'],-7.5189355,33.5900003
292,CARRIERE RHAMNA,"['L043', 'L079', 'L064', 'L606']",['casabus'],-7.518923400000001,33.5902896
293,CARRIERE SCHNEIDER,"['L97B', 'L068', 'L013', 'L109']",['casabus'],-7.6678834,33.56449669999999
294,CARRIERE SCHNEIDER,"['L068', 'L013']",['casabus'],-7.6679128,33.565191
295,CASERNE AIN BORJA,"['L043', 'L090', 'L055']",['casabus'],-7.590950000064061,33.58683755001856
296,CASERNE DEROUA,['L312'],['casabus'],-7.533419000007065,33.40847860002747
297,CASERNE MLY YOUSSEF,"['L902', 'L904']",['casabus'],-7.458502449961276,33.61768985002452
298,CASERNE NOUACEUR,['L312'],['casabus'],-7.579750950030131,33.39860170000343
299,CENTRE COMMERCIAL EMILE ZOLA,"['L023', 'L139', 'L033', 'L082']",['casabus'],-7.596993900060902,33.59362305007853
300,CENTRE CULTUREL,"['L107', 'L031', 'L007', 'L300']",['casabus'],-7.650623100000001,33.5257386
301,CENTRE CULTUREL,"['L107', 'L031', 'L007', 'L300']",['casabus'],-7.650336700000001,33.52631079999998
302,CENTRE D'HEMODIALYSE 2 MARS,"['L060', 'L063', 'L143']",['casabus'],-7.603453400027661,33.552250300025456
303,CENTRE DE L'ADDICTOLOGIE,"['L006', 'L067']",['casabus'],-7.618947299964385,33.57634480003
304,CENTRE DE MAINTENANCE TRAMWAY,['L097'],['casabus'],-7.517086249957114,33.57705285006585
305,CENTRE DE SANTE OUHOUDE,"['L056', 'L011']",['casabus'],-7.645761349970549,33.59738960000517
306,CENTRE DE SANTE RIAD,['L906'],['casabus'],-7.3839128,33.6844925
307,CENTRE DE SANTE RIAD,['L906'],['casabus'],-7.384319,33.6845807
308,CENTRE DE SANTE VECTORIA,['L307'],['casabus'],-7.674089600000001,33.4242092
309,CENTRE DE SANTE VECTORIA,['L307'],['casabus'],-7.673983000000001,33.424495699999994
310,CENTRE DPK (ALSA),"['L038', 'L040']",['casabus'],-7.574847000003904,33.57395890000075
311,CENTRE EMERGENT,['L600'],['casabus'],-7.499990600026067,33.452739150038695
312,CENTRE FEMININ,"['L006', 'L109', 'L079', 'L060', 'L022']",['casabus'],-7.601941900055963,33.56191185001094
313,CENTRE NOUR,"['L310', 'L309', 'L300']",['casabus'],-7.637736550001755,33.47818465007769
314,CENTRE OFPPT ESSAFA,['L050'],['casabus'],-7.692724849963234,33.55219265000688
315,CENTRE SIDI MOUMEN,['L079'],['casabus'],-7.543744799989894,33.58030150001625
316,CHARCOMEM,['L120'],['casabus'],-7.5006283,33.505615
317,CHARCOMEM,['L120'],['casabus'],-7.5002032,33.50571240000001
318,CHATEAU EL QODS,['L023'],['casabus'],-7.501116800031444,33.60879730000483
319,CHATEAU MEDIOUNA,"['L312', 'L600']",['casabus'],-7.522434999999999,33.4577168
320,CHATEAU MEDIOUNA,"['L312', 'L600']",['casabus'],-7.5219641,33.4577673
321,CHEFCHAOUNI,['L608'],['casabus'],-7.511160999999999,33.6211044
322,CHEFCHAOUNI,['L608'],['casabus'],-7.511048700000001,33.6213926
323,CHELLAL,['L902'],['casabus'],-7.4517229,33.621833800000005
324,CHELLAL,['L902'],['casabus'],-7.4513093,33.6219581
325,CHICHANE,"['L055', 'L604', 'L068']",['casabus'],-7.5412847,33.54020439999999
326,CHICHANE 1,"['L055', 'L604', 'L068']",['casabus'],-7.540967399999999,33.5401323
327,CHTAIBA,"['L120', 'L062']",['casabus'],-7.5709881,33.5656633
328,CIMETIERE SBATA,"['L107', 'L072', 'L011']",['casabus'],-7.564159400000003,33.5467914
329,CIMETIERE SBATA,"['L107', 'L072', 'L011']",['casabus'],-7.565837500000001,33.54775189999999
330,CIMETIERE SIDI MOUMEN,['L606'],['casabus'],-7.519207050007948,33.577975600012486
331,CINEMA EL FALAH,"['L038', 'L040']",['casabus'],-7.5506172,33.55910289999999
332,CINEMA EL FALAH,"['L055', 'L038', 'L068', 'L040']",['casabus'],-7.5503599,33.55931259999999
333,CINEMA EL OTHMANIA,"['L079', 'L056']",['casabus'],-7.5746348,33.56027410000001
334,CINEMA EL OTHMANIA,"['L079', 'L056']",['casabus'],-7.5748833,33.560583
335,CINEMA MEGARAMA,['L005'],['casabus'],-7.66988159999897,33.594939400000406
336,CINEMA SAHRA,"['L006', 'L97B', 'L107', 'L097', 'L068', 'L022']",['casabus'],-7.599143299988132,33.55109475000104
337,CINEMA VERDIN,"['L055', 'L011', 'L043', 'L062', 'L139']",['casabus'],-7.625921700017725,33.59598745001
338,CITE CHEMINOT,"['L033', 'L082']",['casabus'],-7.568397250022106,33.59951790000347
339,CITE DE POLICE (BERNOUSSI),"['L082', 'L608', 'L065', 'L606', 'L090', 'L064']",['casabus'],-7.51967289996664,33.603085200062274
340,CITE DE POLICE IBN SINA,['L09E'],['casabus'],-7.6811608,33.56615289999999
341,CITE DE POLICE IBN SINA,['L09E'],['casabus'],-7.680701600000001,33.5664506
342,CITE PLATEAU,"['L063', 'L051']",['casabus'],-7.636635000071026,33.568148800065366
343,CITY AIN SEBAA,['L139'],['casabus'],-7.539333900000001,33.5988593
344,CITY AIN SEBAA,['L139'],['casabus'],-7.5394253,33.5991378
345,CLINIQUE ABBADI,"['L072', 'L109']",['casabus'],-7.661100650054883,33.56899845001672
346,CLINIQUE ABDELMOUMEN,"['L143', 'L300']",['casabus'],-7.626545199999999,33.56528089999999
347,CLINIQUE ABDELMOUMEN,"['L143', 'L300']",['casabus'],-7.626836599999999,33.56555439999999
348,CLINIQUE AIN CHOC,"['L060', 'L063', 'L143']",['casabus'],-7.602288199985721,33.549329100019406
349,CLINIQUE ANDALOUS,['L011'],['casabus'],-7.654779799918884,33.5965952000568
350,CLINIQUE BEN SOUDA,['L084'],['casabus'],-7.6526718,33.58592879999999
351,CLINIQUE BEN SOUDA 2,['L084'],['casabus'],-7.653903099999999,33.58548129999999
352,CLINIQUE CIL,"['L072', 'L109']",['casabus'],-7.658211200000001,33.567305399999995
353,CLINIQUE DAR SALAM,"['L020', 'L109', 'L310', 'L072', 'L031']",['casabus'],-7.619310500000001,33.56193830000001
354,CLINIQUE DAR SALAM,"['L020', 'L109', 'L310', 'L072', 'L068', 'L031']",['casabus'],-7.619625300000001,33.56209379999999
355,CLINIQUE DENTAIRE,['L084'],['casabus'],-7.647287800115898,33.58735625003733
356,CLINIQUE FDALA,['L906'],['casabus'],-7.391760050037237,33.69640250001597
357,CLINIQUE NORMANDIE,"['L97B', 'L013', 'L050']",['casabus'],-7.6495485,33.58393780000001
358,CLINIQUE NORMANDIE,"['L97B', 'L013', 'L050', 'L09E']",['casabus'],-7.650533500000001,33.58399059999999
359,CLINIQUE RIVIERA,"['L063', 'L068', 'L020', 'L143']",['casabus'],-7.640753050037199,33.5674345000074
360,CLINIQUE SARA,"['L072', 'L109']",['casabus'],-7.6668932,33.57003499999999
361,CLINIQUE SARA,"['L072', 'L109']",['casabus'],-7.666837600000001,33.57039360000001
362,CLINIQUE SIDI OTHMANE,"['L039', 'L120', 'L079']",['casabus'],-7.561451199930044,33.56088685002457
363,CLUB ESSAKHI,['L903'],['casabus'],-7.330532050038029,33.62588205002848
364,CNSS DAR LAMANE,"['T2', 'L139', 'L090']","['casabus', 'tram']",-7.557429766681245,33.59372996666865
365,COLIS POSTAUX,"['L055', 'L033', 'L023', 'L082', 'L900', 'L011', 'L120', 'L043', 'L062', 'L139']",['casabus'],-7.6055365,33.596195399999985
366,COLIS POSTAUX,"['L033', 'L139', 'L011']",['casabus'],-7.604903999999999,33.59635800000001
367,COLLEGE BNO TOUMART,['L120'],['casabus'],-7.5486216,33.5679208
368,COLLEGE BNO TOUMART,['L120'],['casabus'],-7.548639900000001,33.5682279
369,COLLEGE BOUSKOURA,"['L310', 'L307']",['casabus'],-7.647762399999999,33.44669400000001
370,COLLEGE BOUSKOURA,"['L310', 'L307']",['casabus'],-7.648135499999999,33.4467078
371,COLLEGE EL HASSAN ELYOUSSI,['L062'],['casabus'],-7.535457300000003,33.555465799999986
372,COLLEGE IBNO ABBAD,"['L09E', 'L084']",['casabus'],-7.6864119,33.545779
373,COLLEGE IBNO ABBAD 2,"['L09E', 'L084']",['casabus'],-7.686061100000002,33.5454707
374,COLLEGE IDRISS I,"['L310', 'L300']",['casabus'],-7.641615500027761,33.45528070010242
375,COLLEGE MOULOUYA,"['L019', 'L020']",['casabus'],-7.689653200000001,33.5586861
376,COLLEGE TABARI,['L107'],['casabus'],-7.661370899949678,33.52677080004948
377,COLLEGE YAAKOUB EL MANSOUR,['L906'],['casabus'],-7.387898299999999,33.68132399999999
378,COLLEGE YAAKOUB EL MANSOUR,['L906'],['casabus'],-7.3882633,33.6815532
379,COLLEGE ZINEB NEFZAOUIA,"['L079', 'L011']",['casabus'],-7.5875657500875935,33.56347300002004
380,COMMISARIAT LAHRAOUIYINE,"['L065', 'L062']",['casabus'],-7.532119550030527,33.552090500008646
381,COMMISSARIAT AL AZHAR,['L082'],['casabus'],-7.49144465004402,33.60235180003224
382,COMMISSARIAT NASSIM,['L09E'],['casabus'],-7.657092700011397,33.52155690001338
383,COMMISSARIAT RIAD AL OULFA,"['L020', 'L019', 'L005']",['casabus'],-7.693005249935236,33.558940300028354
384,COMMISSARIAT SIDI MAAROUF,"['L031', 'L007', 'L300']",['casabus'],-7.652388400000001,33.5198146
385,COMMISSARIAT SIDI MAAROUF,"['L031', 'L007', 'L300']",['casabus'],-7.652281,33.52105829999999
386,COMMUNE DAR BOUAAZZA,['L301'],['casabus'],-7.819659800000001,33.5129604
387,COMMUNE DAR BOUAAZZA,['L301'],['casabus'],-7.8198942,33.5132182
388,COMPLEXE MOHAMED V,"['L97B', 'L013', 'L050']",['casabus'],-7.647925750058257,33.58136185002015
389,COMPLEXE CULTUREL,['L800'],['casabus'],-7.4607361,33.6335393
390,COMPLEXE CULTUREL,['L800'],['casabus'],-7.460951000000001,33.6338373
391,COMPLEXE EDUCATIF HASSAN II,"['L079', 'L011']",['casabus'],-7.5876816,33.55863130000001
392,COMPLEXE EDUCATIF HASSAN II,"['L079', 'L011']",['casabus'],-7.5874869,33.5589185
393,COMPLEXE KAMAL ZEBDI,"['L039', 'L097', 'L064', 'L97B']",['casabus'],-7.571748999992235,33.55668015000356
394,CONSULAT D'ESPAGNE,['L007'],['casabus'],-7.624951,33.5914556
395,CONSULAT DE LA RUSSIE,['L019'],['casabus'],-7.629994299999999,33.5781466
396,CONSULAT DE LA RUSSIE,['L019'],['casabus'],-7.6306317,33.578192699999995
397,COUR D'APPEL,"['L055', 'L011', 'L120', 'L043', 'L062']",['casabus'],-7.603491249902285,33.59523295004263
398,TERMINUS HAY SALAM,"['L97B', 'L068', 'L013']",['casabus'],-7.673129450094538,33.544853650027555
399,Cite des Métiers,['L312'],['casabus'],-7.555360900000002,33.3999091
400,Cite des Métiers,['L312'],['casabus'],-7.5549853,33.400012
401,DAR 16,['L306'],['casabus'],-7.718141999970353,33.50184930001299
402,DAR BOUAAZZA,['L301'],['casabus'],-7.83333,33.5078037
403,DAR BOUAAZZA,['L301'],['casabus'],-7.8341831,33.507874099999995
404,DAR DAW,['L903'],['casabus'],-7.348098900018122,33.65789120000205
405,DAR LAMANE,"['L139', 'L090']",['casabus'],-7.554219899999999,33.5939819
406,DAR LAMANE,"['L139', 'L090']",['casabus'],-7.5545086,33.59414559999999
407,DAR LKBIRA,['L301'],['casabus'],-7.8455581,33.503546699999994
408,DAR LKBIRA,['L301'],['casabus'],-7.8458509,33.50375290000001
409,DAR LMIMA,['L604'],['casabus'],-7.5304373,33.5319405
410,DAR LMIMA,"['L055', 'L604', 'L068']",['casabus'],-7.530565100000001,33.5321987
411,DAR LMOAMIN,"['L055', 'L011', 'L120', 'L043', 'L062']",['casabus'],-7.6026095,33.5896346
412,DAR LMOAMIN,"['L055', 'L011', 'L120', 'L043', 'L062']",['casabus'],-7.603056,33.5897081
413,DAR LMOHAMI,"['L055', 'L120', 'L011']",['casabus'],-7.603821099999999,33.59102089999998
414,DAR LMOHAMI,"['L055', 'L120', 'L011']",['casabus'],-7.6035737,33.59251280000001
415,DAR NESSRANIA,"['L310', 'L300']",['casabus'],-7.631779249977393,33.507477150065704
416,DAR TALIBA,['L064'],['casabus'],-7.561687949942855,33.56281705000794
417,DAR TOUZANI,['L600'],['casabus'],-7.5895193,33.55180519999998
418,DAR TOUZANI,['L600'],['casabus'],-7.590033199999999,33.551887099999995
419,DAR ZWAQ,['L301'],['casabus'],-7.8002698,33.5174833
420,DAR ZWAQ,['L301'],['casabus'],-7.8008691,33.51777319999999
421,DERB BOUCHENTOUF,"['L038', 'L020', 'L072', 'L067', 'L051', 'L604', 'L600']",['casabus'],-7.605421599999999,33.56752470000001
422,DERB BOUCHENTOUF,"['L038', 'L020', 'L072', 'L067', 'L051', 'L604', 'L600']",['casabus'],-7.6042223,33.5684962
423,DERB CHABAB C,['L903'],['casabus'],-7.3830568000227474,33.690099400066906
424,DERB FOUKARA,"['L038', 'L020', 'T2', 'L072', 'L067', 'L604', 'L600']","['casabus', 'tram']",-7.607230833335233,33.566535266691986
425,DERB JAMILA,['L084'],['casabus'],-7.6842854,33.57100669999999
426,Derb Sultan,"['L038', 'L020', 'L067', 'L051', 'L040', 'T2', 'L604', 'L072']","['tram', 'casabus']",-7.595981800024271,33.5720590000177
427,DERB KABIR,"['L038', 'L020', 'L067', 'L051', 'L040', 'L604', 'L072']",['casabus'],-7.595344300000001,33.5723447
428,DERB LAHJAR,"['L107', 'L143', 'L011']",['casabus'],-7.569193150011934,33.55052555000131
429,DERB LOUBILA,['L005'],['casabus'],-7.636895900000399,33.60459485000103
430,DERB MARRAKECH,['L902'],['casabus'],-7.394808450042349,33.685618300062
431,DERB MILA,"['L604', 'L038', 'L109']",['casabus'],-7.581086199938015,33.57084485001937
432,DERB MILAN,"['L604', 'L072']",['casabus'],-7.5792204,33.570700800000004
433,DERB MILAN,"['L604', 'L072', 'L067']",['casabus'],-7.579023799999999,33.5709265
434,DERB MOULAY CHRIF,['L139'],['casabus'],-7.5695036,33.59314009999999
435,DERB MOULAY CHRIF,['L139'],['casabus'],-7.5694973,33.593875700000005
436,DIRECTION  T. REGIONALE CASA,['L084'],['casabus'],-7.6886425,33.5417001
437,DIRECTION  T. REGIONALE CASA,['L084'],['casabus'],-7.6889481,33.5419119
438,DOUAR AL MOUMNATE,"['L312', 'L600']",['casabus'],-7.543557450047016,33.503985450079924
439,DOUAR CHRIF,"['L907', 'L32D']",['casabus'],-7.40663,33.671644500000006
440,DOUAR CHRIF,"['L907', 'L32D']",['casabus'],-7.407123900000001,33.67167139999999
441,DOUAR EL WAHDA,"['L907', 'L32D']",['casabus'],-7.411045800000001,33.6770979
442,DOUAR EL WAHDA,"['L907', 'L32D']",['casabus'],-7.4104986,33.6772388
443,DOUAR FOUKRA,['L306'],['casabus'],-7.732383399968847,33.49042705000908
444,DOUAR KHOUADRA,"['L310', 'L107', 'L031', 'L300']",['casabus'],-7.631466549975448,33.54067930000294
445,DOUAR KROUTA,"['L310', 'L307']",['casabus'],-7.664612900000001,33.435104599999995
446,DOUAR KROUTA,"['L310', 'L307']",['casabus'],-7.664270800000001,33.4351813
447,DOUAR LAATOUR,['L310'],['casabus'],-7.6378884,33.5330391
448,DOUAR LAATOUR,['L310'],['casabus'],-7.638490599999999,33.533090699999995
449,DOUAR LACHHAB,"['L800', 'L904', 'L900']",['casabus'],-7.424208400000001,33.6750937
450,DOUAR LACHHAB,"['L800', 'L904', 'L900']",['casabus'],-7.4244209,33.675346299999994
451,DOUAR LAHFAYA,"['L312', 'L600']",['casabus'],-7.5557681,33.51728620000001
452,DOUAR LAHFAYA,"['L312', 'L600']",['casabus'],-7.5556174,33.5175669
453,DOUAR LGOUISSEM,['L307'],['casabus'],-7.672757700040178,33.50048250002074
454,DOUAR LHAJ LAMLIH,['L900'],['casabus'],-7.447050149892331,33.665976150029095
455,DOUAR MAATAH,['L306'],['casabus'],-7.755554150022809,33.47776240000288
456,DOUAR MZAB,"['L312', 'L600']",['casabus'],-7.547716299999999,33.51137899999999
457,DOUAR OULD LHAJ JILALI,['L301'],['casabus'],-7.8792961,33.498806
458,DOUAR OULD LHAJ JILALI,['L301'],['casabus'],-7.879877099999999,33.49894290000001
459,DOUAR OULED BOUAZIZ,['L606'],['casabus'],-7.4388079,33.5429318
460,DOUAR RIFAI,['L306'],['casabus'],-7.781457549965586,33.46865640000815
461,DOUAR SEBT,['L301'],['casabus'],-7.884889300000001,33.4932449
462,DOUAR SEBT,['L301'],['casabus'],-7.885242300000001,33.4934168
463,DOUAR SIDI MASSIF,['L606'],['casabus'],-7.4501003,33.5469654
464,DRABNA ROUTE DE BOUSKOURA,"['L310', 'L300']",['casabus'],-7.630664250022893,33.503126950029845
465,DREAM VILAGE,['L903'],['casabus'],-7.369963550040745,33.6139470500184
466,DRISS LAHRIZI VICTORIA,['L307'],['casabus'],-7.67788774997796,33.42107055003867
467,DRISS SLAOUI,['L011'],['casabus'],-7.6539981,33.5936051
468,DRISSIA 2,['L056'],['casabus'],-7.5868573499509235,33.56497785000779
469,DYAR AL AMAL,['L306'],['casabus'],-7.724222800000001,33.49748129999999
470,DYAR AL AMAL,['L306'],['casabus'],-7.724015400000001,33.4977512
471,DYAR AL YOUSRA,['L905'],['casabus'],-7.3518708,33.67350439999999
472,DYAR AL YOUSRA,['L905'],['casabus'],-7.3524293,33.673686
473,DYAR EL ALIA,['L903'],['casabus'],-7.364600700002974,33.67456710004615
474,DYAR KENZA,['L905'],['casabus'],-7.353348099931533,33.670905600042914
475,ECOLE ABDELKRIM EL KHATTABI,"['L120', 'L606', 'L143', 'L065']",['casabus'],-7.529780100091762,33.56574410003516
476,ECOLE ABDELLAH HADDAOUI,['L606'],['casabus'],-7.424803100000001,33.5383596
477,ECOLE AJIAL SALAM,['L120'],['casabus'],-7.5160501,33.4608751
478,ECOLE AJIAL SALAM,['L120'],['casabus'],-7.516350900000001,33.460975899999994
479,ECOLE AL AJIAL,"['L068', 'L050', 'L109']",['casabus'],-7.6813346,33.55746130000001
480,ECOLE AL AJIAL,"['L068', 'L050', 'L109']",['casabus'],-7.681834900000001,33.5575313
481,ECOLE BAB ANDALOUS,['L022'],['casabus'],-7.606297399961967,33.53665640001138
482,ECOLE BELFKIH,['L604'],['casabus'],-7.5242639,33.5292887
483,ECOLE BELFKIH,['L604'],['casabus'],-7.523939100000001,33.5294444
484,ECOLE CAMELIA,"['L97B', 'L013', 'L09E']",['casabus'],-7.668227799999999,33.540719300000006
485,ECOLE CAMELIA 1,"['L97B', 'L013', 'L09E']",['casabus'],-7.6674272,33.54261839999999
486,ECOLE EL AKHAWAIN,"['L079', 'L120', 'L062', 'L056']",['casabus'],-7.565881900000001,33.56153570000001
487,ECOLE EL AKHAWAIN,"['L079', 'L120', 'L062', 'L056']",['casabus'],-7.5659787,33.5620055
488,ECOLE EL ANOUAR,['L107'],['casabus'],-7.663209999986169,33.52155750008464
489,ECOLE EL GHAZOUANI,['L900'],['casabus'],-7.4698158,33.6542374
490,ECOLE EL GHAZOUANI,['L900'],['casabus'],-7.4702078,33.654657500000006
491,ECOLE EL IBRAHIMI,"['L068', 'L109']",['casabus'],-7.681593,33.5563029
492,ECOLE EL JABRE,['L309'],['casabus'],-7.608033000051623,33.4895172000336
493,ECOLE EL KHALIL,['L072'],['casabus'],-7.6391448,33.56017860000001
494,ECOLE EL KHALIL,"['L072', 'L109']",['casabus'],-7.6400416,33.56030390000001
495,ECOLE EL KHALIL A,['L072'],['casabus'],-7.640608299999999,33.561194
496,ECOLE EL OUADGHIRI,"['L020', 'L143', 'L109']",['casabus'],-7.6331289,33.5635749
497,ECOLE EL OUADGHIRI,"['L068', 'L020', 'L143', 'L109']",['casabus'],-7.634232700000001,33.564010399999994
498,ECOLE ESSAFA,['L902'],['casabus'],-7.4175025,33.638032599999995
499,ECOLE ESSAFA,['L902'],['casabus'],-7.416745,33.638174199999995
500,ECOLE GEORGES BIZET,"['L019', 'L020', 'L143', 'L068', 'L063']",['casabus'],-7.654454900000001,33.5780999
501,ECOLE GEORGES BIZET,"['L019', 'L020', 'L143', 'L068', 'L063']",['casabus'],-7.654906399999999,33.5782638
502,ECOLE GPH,['L907'],['casabus'],-7.3774011,33.68301999999999
503,ECOLE GPH,['L907'],['casabus'],-7.377853199999999,33.6833007
504,ECOLE HASSANIA(EHTP),['L306'],['casabus'],-7.650325600000001,33.545533
505,ECOLE IBNO KATIR,"['L031', 'L007']",['casabus'],-7.6569157999958195,33.51034645001891
506,ECOLE KAOUKABI,['L084'],['casabus'],-7.6800835499318385,33.575224250019446
507,ECOLE LA PRAIRIE,"['L019', 'L020', 'L97B', 'L143', 'L013', 'L068', 'L050', 'L09E', 'L063']",['casabus'],-7.656843450009721,33.57788230006289
508,ECOLE LAARBI ELBENNAY,"['L068', 'L143', 'L109']",['casabus'],-7.681328299999999,33.55372630000001
509,ECOLE LAARBI ELBENNAY,"['L068', 'L143', 'L109']",['casabus'],-7.680985100000001,33.5541789
510,ECOLE LE NID,"['L043', 'L090', 'L055']",['casabus'],-7.5867049,33.58643419999999
511,ECOLE LE NID,"['L043', 'L090', 'L055']",['casabus'],-7.586152000000001,33.586551099999994
512,ECOLE LE PONT,['L107'],['casabus'],-7.629066000000001,33.54759790000001
513,ECOLE LE PONT,['L107'],['casabus'],-7.627784299999999,33.548086099999985
514,ECOLE MOULAY ABDELLAH,['L907'],['casabus'],-7.391945099956139,33.67498225003463
515,ECOLE NORMALE SUPERIEURE,"['L306', 'L051']",['casabus'],-7.6594935,33.5399106
516,ECOLE NORMALE SUPERIEURE,"['L306', 'L051']",['casabus'],-7.659903699999999,33.539971900000005
517,ECOLE OULAD HMIMOUN 1,"['L800', 'L904']",['casabus'],-7.433461050030677,33.667077450088755
518,ECOLE RIAD BOUSKOURA,"['L310', 'L300']",['casabus'],-7.640959150003913,33.460282600020314
519,ECOLE ROYALE DES GENDARMES,['L800'],['casabus'],-7.4806109,33.6267458
520,ECOLE ROYALE DES GENDARMES,['L800'],['casabus'],-7.480790199999999,33.62699610000001
521,EL AALIA,['L906'],['casabus'],-7.392126200000001,33.6777808
522,EL AALIA,['L906'],['casabus'],-7.392415899999999,33.6779708
523,EL FATH VICTORIA,['L307'],['casabus'],-7.676980699974906,33.42357465002963
524,ESPACE LES PALMIERS,['L090'],['casabus'],-7.626134049994788,33.582472200000495
525,ESSAFA,['L902'],['casabus'],-7.4208931,33.63547710000001
526,ESSAFA,['L902'],['casabus'],-7.4212263,33.63563320000001
527,ESSAFA 3,['L902'],['casabus'],-7.4135587,33.640182
528,ESSAFA 3,['L902'],['casabus'],-7.413859,33.6404891
529,FACULTE AIN CHOC,"['L143', 'L039', 'L060', 'L068', 'L063']",['casabus'],-7.601249750002195,33.54219725000954
530,FACULTE MEDECINE,"['L006', 'L067']",['casabus'],-7.6212900999761874,33.57595335001482
531,FACULTE ROUTE D'EL JADIDA,"['L306', 'L051']",['casabus'],-7.6536562,33.5428745
532,FACULTE ROUTE D'EL JADIDA,"['L306', 'L051']",['casabus'],-7.652735400000003,33.54431829999999
533,FARRAN LHALWA,"['L055', 'L068']",['casabus'],-7.546689000000001,33.5472772
534,FARRAN LHALWA,"['L055', 'L068']",['casabus'],-7.546426,33.5474639
535,FERAILLE DE TIT MELLIL,['L606'],['casabus'],-7.461883800000001,33.5491426
536,FERAILLE MEDIOUNA,['L312'],['casabus'],-7.519002200030256,33.45252905000702
537,FIRDAOUS II,"['L97B', 'L013']",['casabus'],-7.669306199964999,33.56087385006037
538,FORCE AUXILIAIRE,['L900'],['casabus'],-7.596383300000001,33.5967411
539,FORCE AUXILIAIRE,['L900'],['casabus'],-7.596344900000001,33.59705339999999
540,FORET BOUSKOURA,"['L310', 'L300']",['casabus'],-7.634360100000001,33.4874809
541,FORET BOUSKOURA,"['L310', 'L300']",['casabus'],-7.6337568,33.4875382
542,FORET OULAD SALH,"['L310', 'L307']",['casabus'],-7.660506749939729,33.44021305006014
543,FORET RAYAN,['L312'],['casabus'],-7.5565209,33.403548300000004
544,FORET RAYAN,['L312'],['casabus'],-7.5561571,33.4037603
545,FORET VERTE,"['L32D', 'L097', 'L143']",['casabus'],-7.5336095,33.56882710000001
546,FORET VERTE,"['L097', 'L143']",['casabus'],-7.533953800000001,33.5690758
547,FOUM LAHCEN,['L090'],['casabus'],-7.5694599999482515,33.59145845004087
548,FOURRIERE BEN M'SIK,"['L604', 'L072', 'L056', 'L067']",['casabus'],-7.578128000051031,33.56563780004718
549,Gare De Ain Sbaa,"['T2', 'L023', 'L608']","['tram', 'casabus']",-7.524292933350449,33.60749970002704
550,GARE BOUSKOURA,['L307'],['casabus'],-7.652608250032139,33.461768600019084
551,GARE DE CASA VOYAGEURS,['L090'],['casabus'],-7.593106650048015,33.589703150037174
552,Gare Oasis,"['L310', 'T1', 'L031', 'L300']","['tram', 'casabus']",-7.630942099952195,33.554914050021104
553,GARE ONCF DE L'OASIS,"['L310', 'L031', 'L300']",['casabus'],-7.6308004,33.5556905
554,GAREAGE ALLAL,"['L056', 'L040']",['casabus'],-7.599716499986136,33.5771356500696
555,GENDARMERIE AIN HARROUDA,"['L800', 'L904']",['casabus'],-7.449338299999997,33.636438500000004
556,GENDARMERIE AIN HARROUDA,"['L800', 'L904']",['casabus'],-7.449356000000001,33.63676509999999
557,GENDARMERIE MY IDRISS I,"['L038', 'L97B', 'L097', 'L143', 'L051', 'L063']",['casabus'],-7.616903799930112,33.57211710006209
558,GENERAL 1,['L900'],['casabus'],-7.51627634997802,33.62857895000412
559,GRANDE POSTE,"['L006', 'L019', 'L056', 'L022', 'L040']",['casabus'],-7.6191029000000015,33.59311499999999
560,GRANDE ZENATA,['L900'],['casabus'],-7.4819688,33.6484626
561,GRANDE ZENATA,['L900'],['casabus'],-7.482057,33.64883159999999
562,GREEN TOWN,['L309'],['casabus'],-7.59081820004655,33.48261850001104
563,GROUPE 3 MOULAY RACHID,['L062'],['casabus'],-7.542999400004118,33.565285750000534
564,GROUPE 3 SIDI MOUMEN JDID,['L064'],['casabus'],-7.543717049915997,33.57910835002441
565,GROUPE 4 MOULAY RACHID,"['L32D', 'L097', 'L143']",['casabus'],-7.5397432,33.5675039
566,GROUPE 4 MOULAY RACHID,"['L097', 'L143']",['casabus'],-7.539311,33.5679987
567,GROUPE 5 MOULAY RACHID,"['L097', 'L606']",['casabus'],-7.531599,33.57105249999999
568,GROUPE 5 MOULAY RACHID,['L097'],['casabus'],-7.5311303,33.57120949999999
569,GROUPE 6 MOULAY RACHID,['L606'],['casabus'],-7.5267949,33.57166370000001
570,GROUPE SCOLAIRE ALAMJAD,"['L068', 'L09E']",['casabus'],-7.673501400003281,33.54330270000036
571,HAJ FATEH,"['L09E', 'L051']",['casabus'],-7.684356199992497,33.542534800038254
572,HAMAM SKOURA,['L005'],['casabus'],-7.689571650042331,33.56880720002827
573,HAMMAM EL FAN,['L97B'],['casabus'],-7.581280200000002,33.55165219999999
